id,student,part,state,responsesummary,fraction
1808009,anon411,a,gradedright,"Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1
1808035,anon412,a,gradedwrong,"Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.3],[0.0,0.4],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1799497,anon5,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.8,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799522,anon9,b,gaveup,Seed: 1; prt1: !,NA
1799549,anon10,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.5],[0.2,0.3],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1799576,anon11,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.3],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799603,anon12,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.7],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1799629,anon14,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.1],[0.6,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799650,anon16,b,gaveup,Seed: 1; prt1: !,NA
1799673,anon17,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,1.0],[0.8,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1799695,anon18,b,gaveup,Seed: 1; prt1: !,NA
1799718,anon19,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.5,0.6],[0.5,0.6],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1799744,anon23,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.1],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1799789,anon27,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1799817,anon30,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799844,anon31,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1799871,anon32,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799898,anon33,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799925,anon34,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1799951,anon35,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.5,0.5],[0.5,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1799977,anon36,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800004,anon37,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.1],[0.2,0.5],[0.1,0.2],[0.5,0.1]] [score]; prt1: # = 0 | prt1-1-F",0
1800031,anon39,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.1],[0.8,0.4],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1800055,anon40,b,gaveup,Seed: 1; prt1: !,NA
1800079,anon41,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800105,anon44,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.2],[0.2,0.3],[0.3,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1800131,anon45,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800157,anon46,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.5],[0.7,0.1],[1.0,0.1]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800184,anon47,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,0.7]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800210,anon48,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800236,anon49,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.3],[0.0,0.7],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1800262,anon50,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800289,anon51,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.3,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800316,anon53,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800342,anon54,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.2],[1.0,0.1]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800368,anon55,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.0],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800395,anon56,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800422,anon59,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800449,anon60,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800476,anon61,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.4,0.5],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800503,anon62,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800530,anon63,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.6,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800557,anon64,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.1],[0.3,0.2],[0.7,0.1],[1.0,0.2]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800584,anon65,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.2],[0.8,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800611,anon66,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.4],[0.7,0.3],[1.0,0.1]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",0
1800633,anon67,b,gaveup,Seed: 1; prt1: !,NA
1800658,anon68,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800685,anon69,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.3],[1.0,0.1]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800712,anon70,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.2],[0.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1800739,anon72,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800766,anon74,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.4],[0.8,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800792,anon75,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800818,anon76,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800845,anon77,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1800872,anon79,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800899,anon80,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.2,0.5],[0.8,0.5],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1800925,anon81,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1800952,anon83,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1800980,anon84,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1801006,anon85,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801032,anon86,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.1],[1.0,0.3]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801059,anon87,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801087,anon88,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801115,anon90,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.0,0.5],[0.0,0.5],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801142,anon92,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.3,1.0],[0.8,0.8],[0.3,0.5],[0.8,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1801171,anon93,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.4],[0.3,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801200,anon94,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.2],[0.3,0.2],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801226,anon95,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.5],[0.5,0.2],[1.0,0.4]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801252,anon96,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.2,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",0
1801281,anon97,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.6,0.1],[0.7,0.5],[0.9,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801309,anon98,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801337,anon99,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[1.0,0.7],[0.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801365,anon100,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.1,0.1],[0.3,0.2],[0.7,0.3],[0.9,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1, 2). | prt1-2-F",0
1801392,anon102,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.2],[0.6,0.3],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801419,anon103,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[0.0,0.5],[0.8,1.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801446,anon104,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.6,0.5],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801472,anon105,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[1.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",0
1801498,anon106,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801526,anon107,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801554,anon108,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801580,anon110,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.7],[0.6,0.9],[1.0,0.3]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1801605,anon111,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1801633,anon112,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801662,anon113,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.5],[1.0,0.7]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",0
1801688,anon114,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.8],[0.3,0.5],[0.5,0.1]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801714,anon115,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[0.5,0.5],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1801741,anon116,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.3],[0.3,0.3],[0.4,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801765,anon117,b,gaveup,Seed: 1; prt1: !,NA
1801791,anon118,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.1,0.6],[0.3,0.0],[0.7,0.0],[1.0,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F",0
1801818,anon119,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.5],[0.5,0.0],[0.5,0.0],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",0
1801845,anon120,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.5],[0.7,0.9],[0.9,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1801867,anon121,b,gaveup,Seed: 1; prt1: !,NA
1801891,anon122,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801916,anon123,b,gaveup,Seed: 1; prt1: !,NA
1801942,anon125,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",0.5
1801970,anon126,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.2],[0.6,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1801997,anon127,b,gradedpartial,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.4],[0.4,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",0.5
1802026,anon128,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802053,anon130,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802080,anon131,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,1.0],[0.0,1.0],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1802107,anon132,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802134,anon133,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802160,anon134,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802188,anon135,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802214,anon137,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.3],[0.6,0.4],[0.9,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1802241,anon138,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.3],[0.1,0.2],[0.3,0.0],[0.5,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1802268,anon139,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802294,anon140,b,gaveup,Seed: 1; prt1: !,NA
1802318,anon141,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.4],[0.2,0.4],[0.6,0.4],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | prt1-4-F",0
1802347,anon142,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.2],[0.3,0.3],[0.5,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",0
1802374,anon143,b,gradedwrong,"Seed: 1; pwb_ans1: [[0.0,0.4],[0.3,0.4],[0.7,0.4],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | prt1-4-F",0
1802399,anon144,b,gaveup,Seed: 1; prt1: !,NA
1802422,anon145,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
1802449,anon146,b,gradedright,"Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.6,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1
