question,responses
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.2],[0.3,0.3],[0.4,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.5],[0.0,0.7],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.1],[0.3,0.2],[0.5,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.6,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.2],[0.3,0.2],[0.7,0.2],[1.0,0.2]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.6],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.2],[0.6,0.6],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.0],[1.0,1.0],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.1],[0.2,0.2],[0.5,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.2,0.8],[0.0,0.4],[0.7,0.4],[0.9,0.2]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.1],[0.2,0.0],[0.2,0.2]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.4,0.2],[0.6,0.0],[1.0,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.6],[0.7,0.7],[1.0,0.8]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.4,1.0],[0.0,0.5],[0.4,0.3],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.5],[0.6,0.3],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.1,0.1],[0.3,0.2],[0.7,0.3],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.4],[0.7,0.3],[1.0,0.2]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.1,0.1],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.1],[0.3,0.8],[0.5,0.9]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.1,0.4],[0.2,0.3],[0.3,0.2]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.2],[0.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.8,0.3],[0.9,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.5],[0.4,0.2],[0.5,0.2]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.2],[0.4,0.4],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.5],[1.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.3],[0.1,0.1],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.5],[0.2,0.3],[0.6,0.2],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.5],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.0],[0.5,0.2],[0.5,0.0],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F"
A,"1  (  0.31%); Seed: 1; pwa_ans1: [[0.0,0.2],[0.1,0.4],[0.3,0.1],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F"
B,"40 ( 12.58%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,23 (  7.23%); Seed: 1; prt1: !
B,"11 (  3.46%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.0,0.5],[0.0,0.5],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.6,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"3  (  0.94%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,1.0],[0.8,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.5,0.0],[0.5,0.0],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,1.0],[0.3,0.7],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.6,0.3],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F"
B,"2  (  0.63%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.1],[0.4,0.2],[0.6,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.7],[0.6,0.9],[1.0,0.3]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.4],[0.3,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.2,0.0],[0.3,0.2],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.5],[0.9,0.1],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.1,0.2],[0.2,0.1],[0.3,0.2],[0.4,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1, 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.8],[0.3,0.5],[0.5,0.1]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.0,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.1],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.8,0.9],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.2],[0.2,0.3],[0.3,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.5,0.5],[1.0,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.2]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.5],[0.7,0.1],[1.0,0.1]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.3],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.5],[0.7,0.3],[0.7,0.1]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.2],[0.0,0.4],[0.0,0.6],[0.0,0.8]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.9],[0.4,0.4],[0.5,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.5],[0.7,0.4],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.4,0.5],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.3],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.0],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.7],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.2],[0.5,0.5],[0.9,0.9]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,1.0],[0.0,0.0],[0.0,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.4],[0.3,0.4],[0.7,0.4],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | prt1-4-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.4],[0.4,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.2],[1.0,0.7]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.6,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.2],[0.5,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.4,0.5],[0.7,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.5,0.6],[0.5,0.6],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.1,0.5],[0.2,0.6],[0.3,0.7]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.2],[1.0,0.4]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.3],[0.3,0.3],[0.4,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.4,0.8],[0.2,0.4],[0.1,0.2],[0.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.4],[0.8,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.2],[0.3,0.2],[0.5,0.5]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.7],[0.4,0.8],[0.5,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.5],[0.7,0.5],[1.0,0.4]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.5],[0.3,0.2],[0.6,0.3],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.1,0.6],[0.3,0.0],[0.7,0.0],[1.0,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.1,0.7],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.7],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.2],[0.3,0.2],[0.4,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F"
B,"1  (  0.31%); Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F"
